submission_month,submission_yr,submission_yr_month,YEAR,analysis,filing_status,submission_date,DEPARTMENT_NAME,DEPARTMENT_NUMBER,COUNTY_NAME,REGION,ZIP_CODE,CHIEF_ADMIN_NAME,total_stops,search_conducted_yes,search_reason_consent,search_reason_contraband,search_reason_probable,search_reason_inventory,search_reason_incident_to_arrest,contraband_discovered_yes,contraband_discovered_no,contraband_drugs paraphernailia,contraband_currency,contraband_weapons,contraband_alchohol,contraband_stolen property,contraband_other,result_verbal,result_written,result_citation,result_written_arrest,result_citation_arrest,result_arrest,arrest_penal_code,arrest_traffic,arrest_city_ordinance,arrest_warrant,physical_force_yes,physical_force_no,complaints,complaints_disciplinary_yes,complaints_disciplinary_no,physical_force_yes_bodily_injury_suspect,physical_force_yes_bodily_injury_officer,physical_force_yes_bodily_injury_both
01,2022,2022-01,2021,TCOLE,Full,1/18/2022,JEFFERSON CO. CONST. PCT. 4,245104,JEFFERSON,4,77705,CHARLES B. WERNER,146,4,2,0,2,0,0,4,0,2,0,1,1,0,0,0,55,91,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0
01,2022,2022-01,2021,TCOLE,Full,1/12/2022,KAUFMAN CO. CONST. PCT. 4,257104,KAUFMAN,6,75143,VANESSA J. BROOKS,146,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,21,123,1,1,0,1,0,0,1,0,146,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/9/2025,South Texas College Department of Public Safety,215006,HIDALGO,3,78501,RUBEN SUAREZ,146,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,97,44,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/11/2020,SANTA FE I.S.D. POLICE DEPT.,167903,GALVESTON,4,77510,WALTER C. BRAUN,145,4,0,0,0,3,1,0,145,0,0,0,0,0,0,0,49,91,0,0,5,1,3,0,1,2,143,,,,,,
02,2021,2021-02,2020,,Full,2/9/2021,CALLAHAN CO. SHERIFF'S OFFICE,059100,CALLAHAN,2,79504,JOE E. PECHACEK,145,1,1,0,0,0,0,0,145,0,0,0,0,0,0,42,22,81,0,0,0,0,0,0,0,0,145,0,0,0,,,
02,2023,2023-02,2022,TCOLE,Full,2/12/2023,MCMULLEN CO. CONST. PCT. 3,311103,McMULLEN,3,78072,MARTIN D. SOWARD SR,145,3,2,0,1,0,0,1,2,1,0,0,0,0,0,0,54,90,0,0,1,1,0,0,0,0,145,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/26/2024,SAN BENITO I.S.D. POLICE DEPT.,061904,CAMERON,3,78586,JUAN A. SOSA JR,145,5,0,0,5,0,0,3,2,3,0,0,0,0,0,0,77,68,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/3/2025,ERATH CO. CONST. PCT. 1,143101,ERATH,8,76401,JASON D. SCHIPPER,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,1,0,0,0,1,0,145,0,0,0,0,0,0
08,2020,2020-08,2019,,Full,8/31/2020,FREESTONE CO. SHERIFF'S OFFICE,161100,FREESTONE,5,75840,JEREMY D. SHIPLEY,144,12,4,0,2,4,2,4,8,0,0,1,0,0,3,0,49,92,0,3,0,2,1,0,0,0,144,0,0,0,,,
02,2021,2021-02,2020,,Full,2/27/2021,HALE CENTER POLICE DEPT.,189203,HALE,1,79041,BRANDON S. RICHARDSON,144,8,0,3,5,0,0,8,136,2,0,0,0,0,6,0,0,144,0,0,0,0,0,0,0,0,144,0,0,0,,,
02,2024,2024-02,2023,,Full,2/22/2024,ABILENE CHRISTIAN UNIV. POLICE DEPT.,441006,TAYLOR,2,79699,JASON ELLIS,144,5,0,0,0,4,1,3,2,1,0,2,3,0,0,119,0,20,0,1,4,4,0,0,1,0,144,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/3/2024,GRIMES CO. CONST. PCT. 1,185101,GRIMES,5,77861,DALE T. SCHAPER,144,16,1,0,15,0,0,15,1,15,0,0,1,0,0,81,0,60,0,0,3,3,0,0,0,0,144,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/27/2024,San Elizario City Marshal,141603,EL PASO,2,79849,JOSE A. SOLIZ,144,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,40,104,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/18/2025,SCURRY POLICE DEPARTMENT ,257211,KAUFMAN,7,75158,GARY L. PERKINS,144,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,19,125,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/5/2022,BAYLOR CO. SHERIFF'S OFFICE,023100,BAYLOR,1,76380,SAMUEL A. MOONEY,143,11,3,2,5,0,1,7,4,5,0,0,2,0,0,0,48,91,0,2,2,3,0,0,1,0,143,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/15/2022,NORTHSIDE I.S.D. POLICE DEPT.,029919,BEXAR,7,78238,CHARLES A. CARNES,143,8,3,1,2,1,1,2,6,1,0,0,1,0,0,0,96,44,0,2,1,0,2,0,1,0,143,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/24/2022,RICE UNIV. POLICE DEPT.,201008,HARRIS,4,77005,CLEMENTE RODRIGUEZ,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,17,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/22/2023,RISING STAR POLICE DEPT.,133206,EASTLAND,8,76471,JAN CLARK,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,77,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/19/2020,DESOTO CITY MARSHAL'S OFFICE,113603,DALLAS,6,75115,ERIC L. BROWN,142,0,0,0,0,0,0,0,142,0,0,0,0,0,0,137,0,5,0,0,0,0,0,0,0,0,0,,,,,,
01,2020,2020-01,2019,,Full,1/6/2020,PETERSBURG POLICE DEPT.,189204,HALE,1,79250,BRANDON C. THURMAN,142,7,4,0,2,0,1,6,1,6,0,0,0,0,0,19,66,56,1,0,0,0,0,0,1,0,142,,,,,,
01,2023,2023-01,2022,TCOLE,Full,1/16/2023,HAWK COVE POLICE DEPT.,231211,HUNT,6,75474,RHONDA E. MCKEEHAN,142,7,0,0,4,2,1,3,4,2,0,0,1,0,0,0,38,101,0,2,1,1,0,0,2,0,142,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/8/2021,KENT CO. SHERIFF'S OFFICE,263100,KENT,1,79528,WILLIAM D. SCOGIN,141,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,70,70,0,1,1,2,0,0,0,0,141,0,0,0,,,
01,2023,2023-01,2022,TCOLE,Full,1/26/2023,LIBERTY HILL I.S.D. POLICE DEPT.,491902,WILLIAMSON,9,78642,EKRAM S. MEZAYEK,141,1,0,0,1,0,0,1,0,1,0,0,0,0,0,114,3,24,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0
06,2020,2020-06,2019,,Full,6/24/2020,ALEDO I.S.D. POLICE DEPT.,367901,PARKER,8,76008,FRED D. COLLIE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,92,0,0,0,0,0,0,0,0,140,,,,,,
03,2021,2021-03,2020,,Full,3/25/2021,EL PASO CO. CONST. PCT. 7,141107,EL PASO,2,79835,RHEDA A. SOMMERS,140,0,0,0,0,0,0,0,140,0,0,0,0,0,0,49,0,91,0,0,0,0,0,0,0,0,140,0,0,0,,,
03,2021,2021-03,2020,,Full,3/17/2021,SUNRAY POLICE DEPT.,341203,MOORE,1,79086,COLT D. FARNI,140,2,0,0,0,2,0,2,138,1,0,0,1,0,0,1,44,95,0,2,2,2,0,0,0,0,0,0,0,0,,,
02,2021,2021-02,2020,,Full,2/26/2021,TYLER JR. COLLEGE CAMPUS POLICE DEPT.,423005,SMITH,5,75711,MICHAEL W. SEALE,140,8,2,0,5,0,1,1,139,1,0,0,0,0,0,22,78,146,0,1,0,0,0,0,1,0,140,0,0,0,,,
02,2022,2022-02,2021,Dept.,Full,2/10/2022,CLARKSVILLE POLICE DEPT.,387204,RED RIVER ,5,75426,MARK A. GABLE SR.,140,1,1,0,0,0,0,1,0,7,0,0,0,0,0,0,31,109,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0
01,2023,2023-01,2022,Dept.,Full,1/9/2023,BELL CO. CONST. PCT. 3,027103,BELL,9,76501,DEVIN D. ROSENTHAL,140,3,0,0,1,0,2,1,2,0,0,0,0,0,0,5,50,82,1,2,0,0,0,0,3,0,140,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/17/2025,OLTON POLICE DEPT.,279204,LAMB,1,79064,REGINALD HOLMES JR.,140,17,1,2,3,6,5,7,10,2,0,0,5,0,0,5,50,75,1,9,0,8,0,0,2,4,136,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/28/2020,BROWNSVILLE I.S.D. POLICE DEPT.,061902,CAMERON,3,78521,OSCAR GARCIA,139,1,0,1,0,0,0,1,138,0,0,0,1,0,0,0,23,116,0,0,0,0,0,0,0,0,139,,,,,,
01,2022,2022-01,2021,TCOLE,Full,1/15/2022,WALLER CO. CONST. PCT. 2,473102,WALLER,4,77484,GLENN R. WHITE,139,3,0,0,3,0,0,1,2,0,0,0,0,0,1,103,1,35,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/16/2023,MARION CO. CONST. PCT. 1,315101,MARION,6,75657,MARION E. BAIRD,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/7/2023,MIDLAND I.S.D. POLICE DEPT.,329901,MIDLAND,2,79701,ARTHUR L. BARCLAY JR,139,2,1,1,0,0,0,2,0,1,0,0,1,0,0,96,3,40,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/24/2024,BAYLOR CO. SHERIFF'S OFFICE,023100,BAYLOR,1,76380,DARCY L. WHITE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,102,0,1,0,0,0,0,1,0,139,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/30/2024,CHEROKEE CO. CONST. PCT. 3,073103,CHEROKEE,5,75766,EDWARD W. LEE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,54,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/28/2024,NORTHSIDE ISD POLICE DEPARTMENT ,029919,BEXAR,10,78238,CHARLES A. CARNES,139,7,0,1,5,1,0,6,1,6,0,0,0,0,0,1,85,50,0,3,0,1,0,0,2,1,138,0,0,0,0,0,1
02,2025,2025-02,2024,Dept.,Full,2/19/2025,SAN ANGELO CITY MARSHAL'S OFFICE,451601,TOM GREEN,2,76903,JOHN GONZALES,139,7,0,0,0,2,5,0,7,0,0,0,0,0,0,45,12,59,0,4,19,1,14,0,8,0,139,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/18/2025,VAN ZANDT CO. SHERIFF'S OFFICE,467100,VAN ZANDT,6,75103,KEVIN G. BRIDGER,139,13,4,1,6,1,1,11,2,9,0,0,2,0,0,0,102,36,0,1,0,0,0,0,1,0,139,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/22/2021,JEFFERSON CO. CONST. PCT. 4,245104,JEFFERSON,4,77705,CHARLES B. WERNER,138,4,1,4,3,0,0,0,0,0,0,0,1,0,0,0,45,93,0,5,5,0,138,0,0,0,138,0,0,0,,,
03,2021,2021-03,2020,,Full,3/19/2021,White River Water District Police Dept,107701,CROSBY,1,79370,JIMMY R. ISBELL,138,1,0,0,0,1,0,1,137,1,0,0,0,0,0,0,102,34,0,2,0,1,0,0,1,0,138,0,0,0,,,
02,2022,2022-02,2021,TCOLE,Full,2/17/2022,BLANCO CO. CONST. PCT. 1,031101,BLANCO,7,78636,PATRICK J. FISHER,138,4,2,0,1,1,0,2,2,1,0,0,1,0,0,32,49,53,2,2,0,2,2,0,0,0,138,0,0,0,0,0,0
01,2022,2022-01,2021,TCOLE,Full,1/12/2022,EARTH POLICE DEPT.,279202,LAMB,1,79031,LENIAL W. STAPP,138,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,51,87,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/18/2022,HAWLEY POLICE DEPT.,253204,JONES,1,79525,BRADFORD T. WILSON,138,2,0,2,0,0,0,2,0,0,0,0,2,0,0,3,70,65,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0
01,2022,2022-01,2021,TCOLE,Full,1/27/2022,Washington Co. Const. Pct. 1,477101,WASHINGTON,7,77833,KEN R. HOLLE,138,16,7,0,3,0,6,8,8,5,0,0,0,0,3,0,40,92,1,5,0,3,0,0,3,0,138,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/4/2024,COTTLE CO. SHERIFF'S OFFICE,101100,COTTLE,1,79248,MARK A. BOX,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,50,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/5/2024,PALO PINTO CO. CONST. PCT. 1,363101,PALO PINTO,8,76472,RODNEY D. PRICE,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,14,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/6/2024,SUNRAY POLICE DEPT.,341203,MOORE,1,79086,COLT D. FARNI,138,8,1,2,3,2,0,6,2,3,0,0,3,0,0,2,58,76,1,1,0,2,0,0,0,0,138,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/26/2025,RICE UNIV. POLICE DEPT.,201008,HARRIS,4,77005,CLEMENTE RODRIGUEZ,138,1,0,0,0,1,0,1,0,1,0,0,0,0,0,13,110,14,0,0,1,1,0,0,0,0,138,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/4/2024,COMBINE POLICE DEPT.,257201,KAUFMAN,7,75159,MARTIN J. CASSIDY,137,5,2,0,0,0,3,1,4,0,0,1,0,0,0,85,0,49,0,0,3,1,0,0,2,0,137,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/28/2022,RANSOM CANYON POLICE DEPT.,303207,LUBBOCK,1,79366,JAMES W. HILL,136,18,2,1,15,0,0,13,5,7,0,0,6,0,0,28,86,22,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/2/2024,ROBERTSON CO. CONST. PCT. 3,395103,ROBERTSON ,9,77856,DANNY L. WILLIAMSON,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,60,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0
01,2020,2020-01,2019,,Full,1/10/2020,PALO PINTO CO. CONST. PCT. 3,363103,PALO PINTO,8,76449,MICHAEL R. SANTIFER SR.,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,135,,,,,,
02,2020,2020-02,2019,,Full,2/12/2020,SUNRISE BEACH POLICE DEPT.,299202,LLANO,2,78643,LAURIE L. BROCK,135,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,120,11,4,0,0,2,0,0,2,0,135,,,,,,
02,2023,2023-02,2022,TCOLE,Full,2/26/2023,BOGATA POLICE DEPT.,387203,RED RIVER ,6,75417,CHRISTOPHER P. BRUTON,135,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,66,69,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/19/2023,LASALLE CO. CONST. PCT. 4,283104,LA SALLE,3,78021,GUY A. MEGLIORINO,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,108,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/4/2024,DAINGERFIELD POLICE DEPT.,343201,MORRIS,6,75638,TRACEY D. CLIMER,135,11,0,0,5,0,6,5,6,4,0,0,1,0,0,0,0,129,0,6,0,6,0,0,0,1,134,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/28/2024,WALLER CO. CONST. PCT. 1,473101,WALLER,4,77445,ARCHIE G. HASHAW JR,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/24/2025,DANBURY POLICE DEPT.,039207,BRAZORIA,4,77534,CHRISTOPHER W. HENKEN,135,6,1,0,5,0,0,5,1,3,0,0,0,0,2,0,61,74,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
07,2020,2020-07,2019,,Full,7/15/2020,PLEASANTON ISD POLICE DEPARTMENT,013906,ATASCOSA,3,78064,DANNY PITTS,134,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,85,42,0,0,0,0,0,0,0,0,134,,,,,,
01,2021,2021-01,2020,,Full,1/14/2021,DENTON CO. CONST. PCT. 5,121105,DENTON,8,76227,DOUGLAS A. BOYDSTON,134,0,0,0,0,0,0,0,134,0,0,0,0,0,0,133,1,0,0,0,0,0,0,0,0,0,134,0,0,0,,,
02,2023,2023-02,2022,Dept.,Full,2/20/2023,COLLIN CO. COMM. COLLEGE POLICE DEPT.,085001,COLLIN,7,75074,DANIEL S. JENKINS,134,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,128,5,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/18/2024,ARCHER CO. CONST. PCT. 2,009102,ARCHER,8,76308,DONALD W. STEVENS,134,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,93,39,0,0,1,0,0,0,1,0,134,0,0,0,0,0,0
09,2020,2020-09,2019,,Full,9/16/2020,DENTON CO. CONST. PCT. 2,121102,DENTON,8,75034,MICHAEL A. TRUITT,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,76,0,0,0,0,0,0,0,0,133,0,0,0,,,
03,2021,2021-03,2020,,Full,3/22/2021,Gonzales I.S.D. Police Department,177901,GONZALES,7,78629,MATTHEW CAMARILLO,133,2,1,0,1,0,0,2,131,1,0,0,0,0,1,103,1,28,0,1,0,1,0,0,0,0,133,0,0,0,,,
01,2022,2022-01,2021,TCOLE,Full,1/10/2022,HUGHES SPRINGS POLICE DEPT.,067205,CASS,5,75656,EMIT R. KENNEDY,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/23/2022,HUMBLE I.S.D. POLICE DEPT.,201936,HARRIS,4,77338,SOLOMON R. COOK,133,8,5,3,0,0,0,3,5,3,0,0,0,0,0,0,103,30,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0
01,2023,2023-01,2022,TCOLE,Full,1/30/2023,NUECES CO. DIST. ATTY.'S OFFICE,355140,NUECES,3,78401,ARTURO R. GALLEGOS JR,133,45,44,0,1,0,0,2,43,0,2,0,0,0,0,0,131,0,2,0,0,2,0,0,0,0,133,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/23/2023,OLTON POLICE DEPT.,279204,LAMB,1,79064,REGINALD HOLMES JR.,133,3,0,0,1,1,1,2,1,1,0,0,0,0,1,2,63,67,0,0,1,1,0,0,0,0,133,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/5/2024,WALLER CO. CONST. PCT. 2,473102,WALLER,4,77484,GLENN R. WHITE,133,1,0,0,0,0,1,0,1,0,0,0,0,0,0,82,0,50,0,0,1,1,0,0,0,0,133,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/22/2022,GORMAN POLICE DEPT.,133204,EASTLAND,8,76454,STEVEN W. ANDERSON,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,102,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0
01,2022,2022-01,2021,TCOLE,Full,1/14/2022,NUECES CO. CONST. PCT. 4,355104,NUECES,3,78373,ROBERT W. SHERWOOD,132,12,0,0,7,2,3,7,5,1,0,0,3,0,3,0,0,129,0,2,1,2,0,0,1,0,132,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/26/2025,BAYLOR SCOTT & WHITE HEALTH PUBLIC SAFETY ,113018,DALLAS,7,75246,BRADLEY J. TIMMONS,132,1,0,0,1,0,0,1,0,1,0,0,0,0,0,126,0,6,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/7/2025,KENT CO. SHERIFF'S OFFICE,263100,KENT,1,79528,WILLIAM D. SCOGIN,132,3,1,1,1,0,0,2,1,0,0,0,0,0,2,0,90,42,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/12/2025,LOMETA POLICE DEPARTMENT,281202,LAMPASAS,9,76853,RONALD K. STRAIN,132,4,2,0,1,0,1,2,2,2,0,0,0,0,1,5,31,96,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0
03,2021,2021-03,2020,,Full,3/15/2021,LAMPASAS CO. CONST. PCT. 1,281101,LAMPASAS,8,76550,DENNIS A. JAMES,130,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,24,106,0,0,1,0,0,0,1,0,130,0,0,130,,,
02,2021,2021-02,2020,,Full,2/24/2021,MORRIS CO. SHERIFF'S OFFICE,343100,MORRIS,5,75638,JACKIE D. MARTIN,130,32,12,0,21,2,1,25,98,20,0,0,5,0,0,0,5,125,0,7,0,4,0,2,1,0,130,0,0,0,,,
03,2021,2021-03,2020,,Full,3/17/2021,NUECES CO. CONST. PCT. 4,355104,NUECES,3,78373,ROBERT W. SHERWOOD,130,15,2,1,11,0,0,5,0,4,0,2,5,0,4,6,0,115,0,115,0,0,0,0,0,0,0,0,0,0,,,
02,2021,2021-02,2020,,Full,2/26/2021,ST. MARYS UNIV. POLICE,029007,BEXAR,7,78228,DAVID G. OTT,130,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,130,0,0,0,,,
01,2023,2023-01,2022,TCOLE,Full,1/30/2023,TRENTON POLICE DEPT.,147209,FANNIN,7,75490,WILLIAM C. ROBERTSON,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,96,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0
01,2023,2023-01,2022,TCOLE,Full,1/4/2023,WALLER CO. CONST. PCT. 2,473102,WALLER,4,77484,GLENN R. WHITE,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,50,0,1,0,0,1,0,0,0,130,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/29/2024,EL PASO CO. CONST. PCT. 1,141101,EL PASO,2,79902,OSCAR UGARTE,130,8,4,0,4,0,0,3,5,2,0,0,0,0,0,24,5,99,0,1,1,0,0,0,2,0,130,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/19/2025,ABILENE CHRISTIAN UNIVERSITY POLICE ,441006,TAYLOR,2,79699,JASON ELLIS,130,4,1,2,0,1,0,2,2,1,0,0,1,0,0,103,11,15,0,0,1,1,0,0,0,0,130,0,0,0,0,0,0
01,2025,2025-01,2024,Dept.,Full,1/14/2025,Prosper ISD Police,085900,COLLIN,7,75078,CHAD R. VESSELS,130,1,1,0,0,0,0,0,1,0,0,0,0,0,0,28,90,12,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/26/2020,BANGS POLICE DEPT.,049201,BROWN,8,76823,JORGE L. CAMARILLO SR,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,4,0,13,102,13,0,0,128,,,,,,
07,2020,2020-07,2019,,Full,7/20/2020,CAMERON CO. DIST. ATTY.'S OFFICE,061140,CAMERON,3,78520,GEORGE E. DELAUNAY,128,54,52,0,2,0,0,9,45,8,1,0,0,0,0,113,0,9,3,0,3,4,0,0,2,0,128,,,,,,
02,2020,2020-02,2019,,Full,2/24/2020,GANADO POLICE DEPT.,239202,JACKSON,3,77962,DAVID M. MERRITT,128,22,1,4,6,8,2,11,8,5,0,0,3,1,2,10,81,22,0,6,9,15,0,0,0,1,127,,,,,,
01,2020,2020-01,2019,,Full,1/29/2020,JEWETT POLICE DEPT.,289203,LEON,5,75846,SEAN M. O'REILLY,128,28,19,1,1,2,5,16,12,12,0,2,2,0,0,0,11,107,1,9,0,8,1,1,0,0,128,,,,,,
02,2021,2021-02,2020,,Full,2/17/2021,MCALLEN I.S.D. POLICE DEPT.,215903,HIDALGO,3,78501,JOSE SILVA JR.,128,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,92,36,0,0,0,0,0,0,0,0,128,0,0,0,,,
02,2022,2022-02,2021,Dept.,Full,2/24/2022,TODD MISSION POLICE DEPT.,185202,GRIMES,4,77363,RYAN H. RUTLEDGE,128,3,0,3,0,0,0,3,0,2,0,0,1,0,0,0,0,128,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/17/2023,JEFF DAVIS CO. SHERIFF'S OFFICE,243100,JEFF DAVIS,2,79734,WILLIAM R. KITTS JR,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/10/2023,WILLACY CO. SHERIFF'S OFFICE,489100,WILLACY,3,78580,JOSE A. SALAZAR,128,13,3,0,0,10,0,2,11,0,0,0,2,0,0,0,3,123,0,1,1,1,0,0,1,0,128,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/28/2024,ARCHER CO. CONST. PCT. 4,009104,ARCHER,8,76531,CLAYTON B. HOFF,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,105,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/12/2024,WALKER CO. CONST. PCT. 4,471104,WALKER,5,77358,GENE C. BARTEE,128,3,2,0,0,1,0,0,3,0,0,0,0,0,0,0,85,42,0,1,0,0,0,0,1,0,128,0,0,0,0,0,0
01,2020,2020-01,2019,,Full,1/13/2020,NAVARRO CO. CONST. PCT. 1,349101,NAVARRO,6,75105,MICHAEL K. DAVIS,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,3,0,0,0,0,0,0,0,0,127,,,,,,
03,2021,2021-03,2020,,Full,3/18/2021,TRENTON POLICE DEPT.,147209,FANNIN,6,75490,WILLIAM C. ROBERTSON,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,87,0,1,0,0,0,0,1,0,0,0,0,0,,,
02,2023,2023-02,2022,TCOLE,Full,2/10/2023,MCALLEN I.S.D. POLICE DEPT.,215903,HIDALGO,3,78501,JOSE SILVA JR.,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,45,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/6/2025,FULTON POLICE DEPARTMENT ,007202,ARANSAS,3,78358,JONATHON T. GERSTENBERGER,127,4,0,1,3,0,0,4,0,3,0,0,0,0,1,28,41,57,0,1,0,0,0,0,1,0,127,0,0,0,0,0,0
